"Product Code","Amazon ASIN","Name","Sku Id","Selling Price","MRP","Cost Price","Quantity","Packaging Length (in cm)","Packaging Breadth (in cm)","Packaging Height (in cm)","Packaging Weight (in kg)","GST %","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6","Image 7","Image 8","Image 9","Image 10","Video 1","Video 2","Product Type","Size","Colour","Description","Return Condition","Visibility","Size Chart","Pickup Point","HSN Code","Customisation Id","attr_Sku Id","attr_Size Measuring Unit","attr_Reversible","attr_Ideal For","attr_Sleeve","attr_Ocassion","attr_Pattern","attr_Pack of","attr_Fabric Care","attr_Fit","attr_suitable For","attr_Shirt Length","attr_Fashion Core","attr_Fabric","attr_Brand"
"10509_3",,"Men's Plus Size Checkered Casual Maroon Shirt (509)","509-Maroon-10XL","649","999","282","1","20","9","9","0.35","5","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/LUAtXq7J_DQXDPO13S9_2023-06-05_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/LUAtXq7J_G240L0DB85_2023-06-05_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/LUAtXq7J_1AFR10EOGO_2023-06-05_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/LUAtXq7J_NPF47K6VG8_2023-06-05_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/LUAtXq7J_2CW2NXGOZD_2023-06-05_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/LUAtXq7J_0TEOB0FIH1_2023-06-05_6.jpeg",,,,,,,"mens_clothing__mens_western_wear__shirts","10XL","Maroon","Look stylish and fashionable with Formal shirt, a perfect wear for your casual outings. Made from premium fabric, it is breathable and keep you sweat free throughout the day. The regular fit of the Shirts is comfortable to wear on any physique with ease. Available in standard sizes, they are perfect treat for those who like to be in style. :-Soft, durable and stylish :-Comfortable for all day wear :-Stretchable, quick dry material :-Wrinkle resistant fabric :-Easy to use & maintain. Can go with jeans, cargo, chinos, lower","1","true","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Mens_Plus_Size_Checkered_Casual_Maroon_Shirt__509__81SYH2EVF7_2023-06-05_1.jpeg","1",,,"509-Maroon-4XL","Regular","No","Men","Half Sleeve","Casual","chex","1","Do not bleach::Machine wash as per tag","Regular","Western Wear","Hip Length","Fashion","100% COTTON",
"10509_3",,"Men's Plus Size Checkered Casual Maroon Shirt (509)","509-Maroon-12XL","699","999","282","0","20","9","9","0.35","5","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/LUAtXq7J_DQXDPO13S9_2023-06-05_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/LUAtXq7J_G240L0DB85_2023-06-05_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/LUAtXq7J_1AFR10EOGO_2023-06-05_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/LUAtXq7J_NPF47K6VG8_2023-06-05_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/LUAtXq7J_2CW2NXGOZD_2023-06-05_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/LUAtXq7J_0TEOB0FIH1_2023-06-05_6.jpeg",,,,,,,"mens_clothing__mens_western_wear__shirts","12XL","Maroon","Look stylish and fashionable with Formal shirt, a perfect wear for your casual outings. Made from premium fabric, it is breathable and keep you sweat free throughout the day. The regular fit of the Shirts is comfortable to wear on any physique with ease. Available in standard sizes, they are perfect treat for those who like to be in style. :-Soft, durable and stylish :-Comfortable for all day wear :-Stretchable, quick dry material :-Wrinkle resistant fabric :-Easy to use & maintain. Can go with jeans, cargo, chinos, lower","1","true","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Mens_Plus_Size_Checkered_Casual_Maroon_Shirt__509__81SYH2EVF7_2023-06-05_1.jpeg","1",,,"509-Maroon-4XL","Regular","No","Men","Half Sleeve","Casual","chex","1","Do not bleach::Machine wash as per tag","Regular","Western Wear","Hip Length","Fashion","100% COTTON",
"10507_1",,"Men's Plus Size Checkered Casual Pink Shirt (507)","507-PINK-4XL","599","999","282","0","20","9","9","0.35","5","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_X8OAI3Y15Z_2023-04-01_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_EBG0RD9OJD_2023-04-01_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_QJT503MWLU_2023-04-01_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_NY7OG85MEY_2023-04-01_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_OVBOHMSV5H_2023-04-01_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_DVV9DUFNYS_2023-04-01_6.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_I9XJ2FOJAS_2023-04-01_7.jpeg",,,,,,"mens_clothing__mens_western_wear__shirts","4XL","PINK","Look stylish and fashionable with Formal shirt, a perfect wear for your casual outings. Made from premium fabric, it is breathable and keep you sweat free throughout the day. The regular fit of the Shirts is comfortable to wear on any physique with ease. Available in standard sizes, they are perfect treat for those who like to be in style. :-Soft, durable and stylish :-Comfortable for all day wear :-Stretchable, quick dry material :-Wrinkle resistant fabric :-Easy to use & maintain. Can go with jeans, cargo, chinos, lower","1","true","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/10XL_CLOTHING_CO._Men_Checkered_Casual_Pink_Shirt__507__YCTRZW6NXF_2023-04-01_1.jpeg","1",,,"507-PINK-4XL","Regular","No","Men","Half Sleeve","Casual","chex","1","Do not bleach::Machine wash as per tag","Regular","Western Wear","Hip Length","Fashion","100% COTTON",
"10507_1",,"Men's Plus Size Checkered Casual Pink Shirt (507)","507-PINK-5XL","599","999","282","0","20","9","9","0.35","5","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_X8OAI3Y15Z_2023-04-01_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_EBG0RD9OJD_2023-04-01_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_QJT503MWLU_2023-04-01_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_NY7OG85MEY_2023-04-01_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_OVBOHMSV5H_2023-04-01_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_DVV9DUFNYS_2023-04-01_6.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_I9XJ2FOJAS_2023-04-01_7.jpeg",,,,,,"mens_clothing__mens_western_wear__shirts","5XL","PINK","Look stylish and fashionable with Formal shirt, a perfect wear for your casual outings. Made from premium fabric, it is breathable and keep you sweat free throughout the day. The regular fit of the Shirts is comfortable to wear on any physique with ease. Available in standard sizes, they are perfect treat for those who like to be in style. :-Soft, durable and stylish :-Comfortable for all day wear :-Stretchable, quick dry material :-Wrinkle resistant fabric :-Easy to use & maintain. Can go with jeans, cargo, chinos, lower","1","true","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/10XL_CLOTHING_CO._Men_Checkered_Casual_Pink_Shirt__507__YCTRZW6NXF_2023-04-01_1.jpeg","1",,,"507-PINK-4XL","Regular","No","Men","Half Sleeve","Casual","chex","1","Do not bleach::Machine wash as per tag","Regular","Western Wear","Hip Length","Fashion","100% COTTON",
"10507_1",,"Men's Plus Size Checkered Casual Pink Shirt (507)","507-PINK-6XL","599","999","282","1","20","9","9","0.35","5","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_X8OAI3Y15Z_2023-04-01_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_EBG0RD9OJD_2023-04-01_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_QJT503MWLU_2023-04-01_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_NY7OG85MEY_2023-04-01_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_OVBOHMSV5H_2023-04-01_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_DVV9DUFNYS_2023-04-01_6.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_I9XJ2FOJAS_2023-04-01_7.jpeg",,,,,,"mens_clothing__mens_western_wear__shirts","6XL","PINK","Look stylish and fashionable with Formal shirt, a perfect wear for your casual outings. Made from premium fabric, it is breathable and keep you sweat free throughout the day. The regular fit of the Shirts is comfortable to wear on any physique with ease. Available in standard sizes, they are perfect treat for those who like to be in style. :-Soft, durable and stylish :-Comfortable for all day wear :-Stretchable, quick dry material :-Wrinkle resistant fabric :-Easy to use & maintain. Can go with jeans, cargo, chinos, lower","1","true","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/10XL_CLOTHING_CO._Men_Checkered_Casual_Pink_Shirt__507__YCTRZW6NXF_2023-04-01_1.jpeg","1",,,"507-PINK-4XL","Regular","No","Men","Half Sleeve","Casual","chex","1","Do not bleach::Machine wash as per tag","Regular","Western Wear","Hip Length","Fashion","100% COTTON",
"10507_1",,"Men's Plus Size Checkered Casual Pink Shirt (507)","507-PINK-7XL","599","999","282","5","20","9","9","0.35","5","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_X8OAI3Y15Z_2023-04-01_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_EBG0RD9OJD_2023-04-01_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_QJT503MWLU_2023-04-01_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_NY7OG85MEY_2023-04-01_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_OVBOHMSV5H_2023-04-01_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_DVV9DUFNYS_2023-04-01_6.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_I9XJ2FOJAS_2023-04-01_7.jpeg",,,,,,"mens_clothing__mens_western_wear__shirts","7XL","PINK","Look stylish and fashionable with Formal shirt, a perfect wear for your casual outings. Made from premium fabric, it is breathable and keep you sweat free throughout the day. The regular fit of the Shirts is comfortable to wear on any physique with ease. Available in standard sizes, they are perfect treat for those who like to be in style. :-Soft, durable and stylish :-Comfortable for all day wear :-Stretchable, quick dry material :-Wrinkle resistant fabric :-Easy to use & maintain. Can go with jeans, cargo, chinos, lower","1","true","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/10XL_CLOTHING_CO._Men_Checkered_Casual_Pink_Shirt__507__YCTRZW6NXF_2023-04-01_1.jpeg","1",,,"507-PINK-4XL","Regular","No","Men","Half Sleeve","Casual","chex","1","Do not bleach::Machine wash as per tag","Regular","Western Wear","Hip Length","Fashion","100% COTTON",
"10507_1",,"Men's Plus Size Checkered Casual Pink Shirt (507)","507-PINK-8XL","599","999","282","0","20","9","9","0.35","5","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_X8OAI3Y15Z_2023-04-01_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_EBG0RD9OJD_2023-04-01_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_QJT503MWLU_2023-04-01_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_NY7OG85MEY_2023-04-01_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_OVBOHMSV5H_2023-04-01_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_DVV9DUFNYS_2023-04-01_6.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_I9XJ2FOJAS_2023-04-01_7.jpeg",,,,,,"mens_clothing__mens_western_wear__shirts","8XL","PINK","Look stylish and fashionable with Formal shirt, a perfect wear for your casual outings. Made from premium fabric, it is breathable and keep you sweat free throughout the day. The regular fit of the Shirts is comfortable to wear on any physique with ease. Available in standard sizes, they are perfect treat for those who like to be in style. :-Soft, durable and stylish :-Comfortable for all day wear :-Stretchable, quick dry material :-Wrinkle resistant fabric :-Easy to use & maintain. Can go with jeans, cargo, chinos, lower","1","true","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/10XL_CLOTHING_CO._Men_Checkered_Casual_Pink_Shirt__507__YCTRZW6NXF_2023-04-01_1.jpeg","1",,,"507-PINK-4XL","Regular","No","Men","Half Sleeve","Casual","chex","1","Do not bleach::Machine wash as per tag","Regular","Western Wear","Hip Length","Fashion","100% COTTON",
"10507_1",,"Men's Plus Size Checkered Casual Pink Shirt (507)","507-PINK-9XL","649","999","282","1","20","9","9","0.35","5","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_X8OAI3Y15Z_2023-04-01_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_EBG0RD9OJD_2023-04-01_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_QJT503MWLU_2023-04-01_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_NY7OG85MEY_2023-04-01_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_OVBOHMSV5H_2023-04-01_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_DVV9DUFNYS_2023-04-01_6.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_I9XJ2FOJAS_2023-04-01_7.jpeg",,,,,,"mens_clothing__mens_western_wear__shirts","9XL","PINK","Look stylish and fashionable with Formal shirt, a perfect wear for your casual outings. Made from premium fabric, it is breathable and keep you sweat free throughout the day. The regular fit of the Shirts is comfortable to wear on any physique with ease. Available in standard sizes, they are perfect treat for those who like to be in style. :-Soft, durable and stylish :-Comfortable for all day wear :-Stretchable, quick dry material :-Wrinkle resistant fabric :-Easy to use & maintain. Can go with jeans, cargo, chinos, lower","1","true","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/10XL_CLOTHING_CO._Men_Checkered_Casual_Pink_Shirt__507__YCTRZW6NXF_2023-04-01_1.jpeg","1",,,"507-PINK-4XL","Regular","No","Men","Half Sleeve","Casual","chex","1","Do not bleach::Machine wash as per tag","Regular","Western Wear","Hip Length","Fashion","100% COTTON",
"10507_1",,"Men's Plus Size Checkered Casual Pink Shirt (507)","507-PINK-10XL","649","999","282","3","20","9","9","0.35","5","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_X8OAI3Y15Z_2023-04-01_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_EBG0RD9OJD_2023-04-01_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_QJT503MWLU_2023-04-01_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_NY7OG85MEY_2023-04-01_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_OVBOHMSV5H_2023-04-01_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_DVV9DUFNYS_2023-04-01_6.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_I9XJ2FOJAS_2023-04-01_7.jpeg",,,,,,"mens_clothing__mens_western_wear__shirts","10XL","PINK","Look stylish and fashionable with Formal shirt, a perfect wear for your casual outings. Made from premium fabric, it is breathable and keep you sweat free throughout the day. The regular fit of the Shirts is comfortable to wear on any physique with ease. Available in standard sizes, they are perfect treat for those who like to be in style. :-Soft, durable and stylish :-Comfortable for all day wear :-Stretchable, quick dry material :-Wrinkle resistant fabric :-Easy to use & maintain. Can go with jeans, cargo, chinos, lower","1","true","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/10XL_CLOTHING_CO._Men_Checkered_Casual_Pink_Shirt__507__YCTRZW6NXF_2023-04-01_1.jpeg","1",,,"507-PINK-4XL","Regular","No","Men","Half Sleeve","Casual","chex","1","Do not bleach::Machine wash as per tag","Regular","Western Wear","Hip Length","Fashion","100% COTTON",
"10507_1",,"Men's Plus Size Checkered Casual Pink Shirt (507)","507-PINK-12XL","699","999","282","0","20","9","9","0.35","5","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_X8OAI3Y15Z_2023-04-01_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_EBG0RD9OJD_2023-04-01_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_QJT503MWLU_2023-04-01_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_NY7OG85MEY_2023-04-01_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_OVBOHMSV5H_2023-04-01_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_DVV9DUFNYS_2023-04-01_6.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/YINnjHGW_I9XJ2FOJAS_2023-04-01_7.jpeg",,,,,,"mens_clothing__mens_western_wear__shirts","12XL","PINK","Look stylish and fashionable with Formal shirt, a perfect wear for your casual outings. Made from premium fabric, it is breathable and keep you sweat free throughout the day. The regular fit of the Shirts is comfortable to wear on any physique with ease. Available in standard sizes, they are perfect treat for those who like to be in style. :-Soft, durable and stylish :-Comfortable for all day wear :-Stretchable, quick dry material :-Wrinkle resistant fabric :-Easy to use & maintain. Can go with jeans, cargo, chinos, lower","1","true","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/10XL_CLOTHING_CO._Men_Checkered_Casual_Pink_Shirt__507__YCTRZW6NXF_2023-04-01_1.jpeg","1",,,"507-PINK-4XL","Regular","No","Men","Half Sleeve","Casual","chex","1","Do not bleach::Machine wash as per tag","Regular","Western Wear","Hip Length","Fashion","100% COTTON",
"10509_1",,"Men's Plus Size Checkered Casual White Shirt (509)","509-White-4XL","599","999","282","0","20","9","9","0.35","5","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_PPZCK6NXV4_2023-06-05_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_7YVTSCWDRA_2023-06-05_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_P43G84JZ0Y_2023-06-05_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_3JVWU85CF4_2023-06-05_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_EIHQXKZBE3_2023-06-05_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_JPQ1Y9RLGO_2023-06-05_6.jpeg",,,,,,,"mens_clothing__mens_western_wear__shirts","4XL","White","Look stylish and fashionable with Formal shirt, a perfect wear for your casual outings. Made from premium fabric, it is breathable and keep you sweat free throughout the day. The regular fit of the Shirts is comfortable to wear on any physique with ease. Available in standard sizes, they are perfect treat for those who like to be in style. :-Soft, durable and stylish :-Comfortable for all day wear :-Stretchable, quick dry material :-Wrinkle resistant fabric :-Easy to use & maintain. Can go with jeans, cargo, chinos, lower","1","true","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Mens_Plus_Size_Checkered_Casual_White_Shirt__509__9JG9W22TV9_2023-06-05_1.jpeg","1",,,"509-White-4XL","Regular","No","Men","Half Sleeve","Casual","chex","1","Do not bleach::Machine wash as per tag","Regular","Western Wear","Hip Length","Fashion","100% COTTON",
"10509_1",,"Men's Plus Size Checkered Casual White Shirt (509)","509-White-5XL","599","999","282","2","20","9","9","0.35","5","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_PPZCK6NXV4_2023-06-05_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_7YVTSCWDRA_2023-06-05_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_P43G84JZ0Y_2023-06-05_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_3JVWU85CF4_2023-06-05_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_EIHQXKZBE3_2023-06-05_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_JPQ1Y9RLGO_2023-06-05_6.jpeg",,,,,,,"mens_clothing__mens_western_wear__shirts","5XL","White","Look stylish and fashionable with Formal shirt, a perfect wear for your casual outings. Made from premium fabric, it is breathable and keep you sweat free throughout the day. The regular fit of the Shirts is comfortable to wear on any physique with ease. Available in standard sizes, they are perfect treat for those who like to be in style. :-Soft, durable and stylish :-Comfortable for all day wear :-Stretchable, quick dry material :-Wrinkle resistant fabric :-Easy to use & maintain. Can go with jeans, cargo, chinos, lower","1","true","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Mens_Plus_Size_Checkered_Casual_White_Shirt__509__9JG9W22TV9_2023-06-05_1.jpeg","1",,,"509-White-4XL","Regular","No","Men","Half Sleeve","Casual","chex","1","Do not bleach::Machine wash as per tag","Regular","Western Wear","Hip Length","Fashion","100% COTTON",
"10509_1",,"Men's Plus Size Checkered Casual White Shirt (509)","509-White-6XL","599","999","282","9","20","9","9","0.35","5","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_PPZCK6NXV4_2023-06-05_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_7YVTSCWDRA_2023-06-05_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_P43G84JZ0Y_2023-06-05_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_3JVWU85CF4_2023-06-05_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_EIHQXKZBE3_2023-06-05_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_JPQ1Y9RLGO_2023-06-05_6.jpeg",,,,,,,"mens_clothing__mens_western_wear__shirts","6XL","White","Look stylish and fashionable with Formal shirt, a perfect wear for your casual outings. Made from premium fabric, it is breathable and keep you sweat free throughout the day. The regular fit of the Shirts is comfortable to wear on any physique with ease. Available in standard sizes, they are perfect treat for those who like to be in style. :-Soft, durable and stylish :-Comfortable for all day wear :-Stretchable, quick dry material :-Wrinkle resistant fabric :-Easy to use & maintain. Can go with jeans, cargo, chinos, lower","1","true","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Mens_Plus_Size_Checkered_Casual_White_Shirt__509__9JG9W22TV9_2023-06-05_1.jpeg","1",,,"509-White-4XL","Regular","No","Men","Half Sleeve","Casual","chex","1","Do not bleach::Machine wash as per tag","Regular","Western Wear","Hip Length","Fashion","100% COTTON",
"10509_1",,"Men's Plus Size Checkered Casual White Shirt (509)","509-White-7XL","599","999","282","6","20","9","9","0.35","5","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_PPZCK6NXV4_2023-06-05_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_7YVTSCWDRA_2023-06-05_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_P43G84JZ0Y_2023-06-05_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_3JVWU85CF4_2023-06-05_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_EIHQXKZBE3_2023-06-05_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_JPQ1Y9RLGO_2023-06-05_6.jpeg",,,,,,,"mens_clothing__mens_western_wear__shirts","7XL","White","Look stylish and fashionable with Formal shirt, a perfect wear for your casual outings. Made from premium fabric, it is breathable and keep you sweat free throughout the day. The regular fit of the Shirts is comfortable to wear on any physique with ease. Available in standard sizes, they are perfect treat for those who like to be in style. :-Soft, durable and stylish :-Comfortable for all day wear :-Stretchable, quick dry material :-Wrinkle resistant fabric :-Easy to use & maintain. Can go with jeans, cargo, chinos, lower","1","true","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Mens_Plus_Size_Checkered_Casual_White_Shirt__509__9JG9W22TV9_2023-06-05_1.jpeg","1",,,"509-White-4XL","Regular","No","Men","Half Sleeve","Casual","chex","1","Do not bleach::Machine wash as per tag","Regular","Western Wear","Hip Length","Fashion","100% COTTON",
"10509_1",,"Men's Plus Size Checkered Casual White Shirt (509)","509-White-8XL","599","999","282","4","20","9","9","0.35","5","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_PPZCK6NXV4_2023-06-05_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_7YVTSCWDRA_2023-06-05_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_P43G84JZ0Y_2023-06-05_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_3JVWU85CF4_2023-06-05_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_EIHQXKZBE3_2023-06-05_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/6xYqf71y_JPQ1Y9RLGO_2023-06-05_6.jpeg",,,,,,,"mens_clothing__mens_western_wear__shirts","8XL","White","Look stylish and fashionable with Formal shirt, a perfect wear for your casual outings. Made from premium fabric, it is breathable and keep you sweat free throughout the day. The regular fit of the Shirts is comfortable to wear on any physique with ease. Available in standard sizes, they are perfect treat for those who like to be in style. :-Soft, durable and stylish :-Comfortable for all day wear :-Stretchable, quick dry material :-Wrinkle resistant fabric :-Easy to use & maintain. Can go with jeans, cargo, chinos, lower","1","true","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/Mens_Plus_Size_Checkered_Casual_White_Shirt__509__9JG9W22TV9_2023-06-05_1.jpeg","1",,,"509-White-4XL","Regular","No","Men","Half Sleeve","Casual","chex","1","Do not bleach::Machine wash as per tag","Regular","Western Wear","Hip Length","Fashion","100% COTTON",
